name;description;insee;lat;long
FONT DES RATEAUX;16230 Fontclaireau;16140;45.883333;0.2
PRE DE LA FONT;16230 Fontclaireau;16140;45.883333;0.2
RUE DE LA FONT BONNEAU;16230 Fontclaireau;16140;45.883333;0.2
RUE DE LA FONT DES PERRAINS;16230 Fontclaireau;16140;45.883333;0.2
RUE DE LA FONT DU COTEAU;16230 Fontclaireau;16140;45.883333;0.2
RUE FONT PINOTTE;16230 Fontclaireau;16140;45.883333;0.2
RUE FONT DES RATEAUX;16230 Fontclaireau;16140;45.883333;0.2
FONT BERNISSON;16410 Fouquebrune;16143;45.533333;0.2
LA FONT DE LA GODELLE;16410 Fouquebrune;16143;45.533333;0.2
LA FONT DU BOURNAT;16410 Fouquebrune;16143;45.533333;0.2
PRES DE LA FONT BOUILLAUD;16410 Fouquebrune;16143;45.533333;0.2
LA FONT DE BAUDIN BAZAC;16140 Fouqueure;16144;45.883333;0.066667
LA FONT DE BAZAC;16140 Fouqueure;16144;45.883333;0.066667
LE CHAMP DE LA FONT;16410 Garat;16146;45.633333;0.266667
LA FONT CHAGNAUD;16410 Garat;16146;45.633333;0.266667
LA FONT DU MALADE;16410 Garat;16146;45.633333;0.266667
LES FONTS DE BAGNAUD;16410 Garat;16146;45.633333;0.266667
LA GRAND FONT;16410 Garat;16146;45.633333;0.266667
CHAMPS DE LA FONT;16170 Genac;16148;45.8;0.033333
PRES DE LA FONT;16170 Genac;16148;45.8;0.033333
LE CHAMP DE LA FONT;16170 Genac;16148;45.8;0.033333
BOIS DE LA FONT;16270 Genouillac;16149;45.85;0.566667
CLOS DE LA FONT;16270 Genouillac;16149;45.85;0.566667
FONT DES BOS;16270 Genouillac;16149;45.85;0.566667
PRES DE LA FONT;16270 Genouillac;16149;45.85;0.566667
FONT DES BUTTES;16160 Gond-Pontouvre;16154;45.670888;0.167781
LA FONT BRISSON;16140 Les Gours;16155;45.966667;-0.066667
LA FONT ROUGE;16140 Les Gours;16155;45.966667;-0.066667
MARAIS DE LA FONT ROUGE;16140 Les Gours;16155;45.966667;-0.066667
LA FONT ROUMINE;16450 Le Grand-Madieu;16157;45.933333;0.433333
FONT DU PARC;16380 Grassac;16158;45.583333;0.4
FONT DE CHEZ RAMBAUD;16480 Guizengeard;16161;45.3;-0.1
AU DESSUS LA FONT;16320 Gurat;16162;45.433333;0.266667
FONT ARIDE;16320 Gurat;16162;45.433333;0.266667
LA FONT DU BREUIL;16320 Gurat;16162;45.433333;0.266667
FONT DU CRAPAUD;16320 Gurat;16162;45.433333;0.266667
FONT DU LOUP;16320 Gurat;16162;45.433333;0.266667
FONT DU ROC;16320 Gurat;16162;45.433333;0.266667
LA FONT DU SEUIL;16320 Gurat;16162;45.433333;0.266667
BRANDES DE LA FONT;16490 Hiesse;16164;46.05;0.583333
LA FONT;16490 Hiesse;16164;46.05;0.583333
LA FONT DE LA VERGNE;16490 Hiesse;16164;46.05;0.583333
LA FONT DE MANOT;16490 Hiesse;16164;46.05;0.583333
PRE DE LA FONT;16490 Hiesse;16164;46.05;0.583333
PRE DE LA FONT DOUCET;16490 Hiesse;16164;46.05;0.583333
LES PRES DE LA FONT;16490 Hiesse;16164;46.05;0.583333
RUE DE LA FONT NOIRE;16340 L'Isle-d'Espagnac;16166;45.666667;0.2
L'ENCLAS DE LA FONT;16200 Jarnac;16167;45.683333;-0.166667
RUE DE LA FONT BADAN;16200 Jarnac;16167;45.683333;-0.166667
RUE DE LA FONT BODIT;16200 Jarnac;16167;45.683333;-0.166667
FONT MORTE;16130 Juillac-le-Coq;16171;45.583333;-0.266667
PRES DE FONT PETITE;16130 Juillac-le-Coq;16171;45.583333;-0.266667
PRES DE LA FONT;16320 Juillaguet;16172;45.483333;0.216667
TERRES DE LA FONT;16320 Juillaguet;16172;45.483333;0.216667
LE FIEF DE LA FONT;16250 Jurignac;16175;45.533333;-0.033333
LA FONT DE BUSSAC;16250 Jurignac;16175;45.533333;-0.033333
FONT DE L'AGNEAU;16250 Jurignac;16175;45.533333;-0.033333
LA FONT DE MOREAU;16250 Jurignac;16175;45.533333;-0.033333
LA FONT RONDE;16250 Jurignac;16175;45.533333;-0.033333
PRE DE LA FONT DE BUSSAC;16250 Jurignac;16175;45.533333;-0.033333
PRES DE LA FONT BERTIN;16250 Jurignac;16175;45.533333;-0.033333
LE FONT BERTEIN;16250 Jurignac;16175;45.533333;-0.033333
LA FONT ROUSSEAU;16250 Jurignac;16175;45.533333;-0.033333
LA FONT DES FOURMIS;16250 Jurignac;16175;45.533333;-0.033333
LA FONT PLANET;16250 Jurignac;16175;45.533333;-0.033333
FONT DE LA ROCHE MAINFONDS;16250 Jurignac;16175;45.533333;-0.033333
COMBE DE FONT MARZELLE;16250 Jurignac;16175;45.533333;-0.033333
LA FONT;16250 Jurignac;16175;45.533333;-0.033333
FONT ROCHE PEREUIL;16250 Jurignac;16175;45.533333;-0.033333
PRES DE LA FONT;16250 Jurignac;16175;45.533333;-0.033333
FONT MARZELLE;16250 Jurignac;16175;45.533333;-0.033333
ALL DU FONT DE LA ROCHE;16250 Jurignac;16175;45.533333;-0.033333
FONT CENDRILLE;16300 Lamérac;16179;45.433333;-0.216667
PRE DE LA FONT MAURET;16300 Lamérac;16179;45.433333;-0.216667
PRES DE LA FONT D'ARCEAU;16300 Lamérac;16179;45.433333;-0.216667
PRES DE LA FONT MONNERELLE;16300 Lamérac;16179;45.433333;-0.216667
LA FONT MONNERELLE;16300 Lamérac;16179;45.433333;-0.216667
CHATAIGNIERS DES FONTS;16500 Lessac;16181;46.066667;0.666667
LA FONT DU PUITS;16500 Lessac;16181;46.066667;0.666667
BEAU DE LA FONT;16420 Lesterps;16182;46.016667;0.783333
LES NEUF FONTS;16420 Lesterps;16182;46.016667;0.783333
FONT DE FRENE;16140 Ligné;16185;45.916667;0.116667
CHEZ LAFONT;16170 Rouillac;16186;45.783333;-0.066667
FONT GIREAU;16170 Rouillac;16186;45.783333;-0.066667
FONT PINOT;16170 Rouillac;16186;45.783333;-0.066667
RTE DE FONT PINOT;16170 Rouillac;16186;45.783333;-0.066667
LA MONTEE DE FONT GUIRET;16730 Linars;16187;45.65;0.083333
LA FONT MAGOT;16700 Londigny;16189;46.083333;0.133333
LA FONT BAYGNAUD;16270 Roumazières-Loubert;16192;45.909889;0.586609
FONT CHAFFAUD;16270 Roumazières-Loubert;16192;45.909889;0.586609
LA FONT DES COSSES;16270 Roumazières-Loubert;16192;45.909889;0.586609
LA FONT DU MAS;16270 Roumazières-Loubert;16192;45.909889;0.586609
FONT MORTE;16270 Roumazières-Loubert;16192;45.909889;0.586609
LA FONT SAINT JEAN;16270 Roumazières-Loubert;16192;45.909889;0.586609
PRES DE LA FONT;16270 Roumazières-Loubert;16192;45.909889;0.586609
BOIS DE LA FONT;16270 Roumazières-Loubert;16192;45.909889;0.586609
CLOS DE LA FONT;16270 Roumazières-Loubert;16192;45.909889;0.586609
FONT DES BOS;16270 Roumazières-Loubert;16192;45.909889;0.586609
PRES DE LA FONT GENOUILLAC;16270 Roumazières-Loubert;16192;45.909889;0.586609
CLOS DE FONTFROIDE;16270 Roumazières-Loubert;16192;45.909889;0.586609
FONTFROIDE;16270 Roumazières-Loubert;16192;45.909889;0.586609
LES NEUF FONTS;16270 Roumazières-Loubert;16192;45.909889;0.586609
PRE DE LA FONT;16270 Roumazières-Loubert;16192;45.909889;0.586609
PRES DE FONT MINOUSE;16270 Roumazières-Loubert;16192;45.909889;0.586609
PRES DE LA FONT -LA PERUSE;16270 Roumazières-Loubert;16192;45.909889;0.586609
RUE FONT FROIDE;16270 Roumazières-Loubert;16192;45.909889;0.586609
FONT JOYEUSE;16100 Louzac-Saint-André;16193;45.726254;-0.394592
LE FONT DES GARENNES;16450 Lussac;16195;45.860336;0.462435
PRE DE LA FONT PIQUE RUSSE;16230 Luxé;16196;45.883333;0.116667
IMP DE LA FONT FRENE;16230 Luxé;16196;45.883333;0.116667
LA FONT REDON;16320 Magnac-Lavalette-Villars;16198;45.505527;0.253760
PIECE DE LA FONT DU MULET;16320 Magnac-Lavalette-Villars;16198;45.505527;0.253760
FONT DE BAS EGAIL;16320 Magnac-Lavalette-Villars;16198;45.505527;0.253760
LA FONT VIEILLE;16320 Magnac-Lavalette-Villars;16198;45.505527;0.253760
LA GRAND FONT;16320 Magnac-Lavalette-Villars;16198;45.505527;0.253760
FONT DU GEAI;16600 Magnac-sur-Touvre;16199;45.666667;0.233333
PRES DE FONT BELLE;16600 Magnac-sur-Touvre;16199;45.666667;0.233333
FONT DE LA ROCHE;16250 Mainfonds;16201;45.516667;0.016667
